s.no,id,neo_reference_id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous_asteroid,close_approach_date,relative_velocity_kmph,astronomical,miss_distance_km,miss_distance_lunar,orbiting_body
140,2430804,2430804,430804 (2005 AD13),17.89,0.7023522477,1.57050737,True,2024-01-14,104426.5701846456,0.1362919881,20388991.117825347,53.0175833709,Earth
141,2456946,2456946,456946 (2008 AF32),21.31,0.1453968429,0.3251172245,False,2024-01-14,55720.3390834158,0.2581479415,38618382.193284605,100.4195492435,Earth
142,3591722,3591722,(2011 YJ28),21.32,0.1447288051,0.3236234466,True,2024-01-14,51262.2347094626,0.1346357992,20141228.786067704,52.3733258888,Earth
143,3655395,3655395,(2013 YM2),25.7,0.0192555078,0.0430566244,False,2024-01-14,35494.6811692365,0.1887164336,28231576.500556432,73.4106926704,Earth
144,3741440,3741440,(2016 CL18),23.93,0.0435065831,0.0972836774,False,2024-01-14,52807.5611326127,0.0908964443,13597914.457853641,35.3587168327,Earth
145,3831897,3831897,(2018 UM1),23.64,0.0497227313,0.1111834072,False,2024-01-14,24094.766857775,0.3455623631,51695393.471926597,134.4237592459,Earth
146,3836709,3836709,(2018 XC),25.7,0.0192555078,0.0430566244,False,2024-01-14,45757.6956314381,0.3188833696,47704272.870582752,124.0456307744,Earth
147,3840783,3840783,(2019 GE1),27.0,0.0105816886,0.023661375,False,2024-01-14,21128.6396535877,0.2232475017,33397350.737141379,86.8432781613,Earth
148,3869336,3869336,(2019 SF6),26.26,0.014878357,0.0332690178,False,2024-01-14,23396.4168596765,0.3700489777,55358538.859597499,143.9490523253,Earth
149,54145781,54145781,(2021 KB),26.02,0.0166170902,0.0371569432,False,2024-01-14,65421.6017590868,0.1866232241,27918436.817892667,72.5964341749,Earth
150,54312818,54312818,(2022 SL49),22.86,0.0712122941,0.1592355304,False,2024-01-14,44165.6261345696,0.3924220631,58705504.780765597,152.6521825459,Earth
151,54354331,54354331,(2023 GM1),27.29,0.0092588058,0.0207033192,False,2024-01-14,23440.8025502854,0.2864754245,42856113.312545815,111.4389401305,Earth
152,54407117,54407117,(2023 WT1),22.42,0.0872077289,0.19500241,False,2024-01-14,36007.3581333725,0.1315823971,19684446.335654177,51.1855524719,Earth
153,54419125,54419125,(2024 AY),24.38,0.0353634784,0.0790751417,False,2024-01-14,10984.9626137281,0.1732239993,25913941.328161491,67.3841357277,Earth
154,54419810,54419810,(2024 AF3),26.96,0.0107784169,0.0241012728,False,2024-01-14,24253.6307445184,0.0224838924,3363542.412349188,8.7462341436,Earth
155,54419811,54419811,(2024 AG3),27.67,0.007772397,0.0173796081,False,2024-01-14,35260.3648467278,0.0113529298,1698374.116339526,4.4162896922,Earth
156,54420280,54420280,(2024 AZ3),28.78,0.0046618144,0.0104241338,False,2024-01-14,36067.9313931239,0.0016636833,248883.478034571,0.6471728037,Earth
157,54420784,54420784,(2024 AQ4),25.76,0.0187307418,0.0418832119,False,2024-01-14,35259.3528833588,0.008324656,1245350.80608272,3.238291184,Earth
158,54421067,54421067,(2024 BE),24.04,0.0413575665,0.0924783301,False,2024-01-14,40914.9535248713,0.0710180944,10624155.653698928,27.6260387216,Earth
159,54421076,54421076,(2024 BK),24.71,0.0303777061,0.0679266159,False,2024-01-14,55652.9949778662,0.0221271371,3310172.579357977,8.6074563319,Earth
160,54421642,54421642,(2024 BO1),25.2,0.0242412481,0.0542050786,False,2024-01-14,56285.9640915746,0.1424550775,21310976.164684925,55.4150251475,Earth
161,54421649,54421649,(2024 BV1),27.21,0.0096062741,0.021480282,False,2024-01-14,41574.1244745762,0.0212199768,3174463.330729416,8.2545709752,Earth
162,54422165,54422165,(2024 BV2),27.67,0.007772397,0.0173796081,False,2024-01-14,19116.8038477712,0.025918578,3877364.06222886,10.082326842,Earth
163,54425754,54425754,(2024 CT1),22.35,0.0900647767,0.2013909631,False,2024-01-14,43571.8742749121,0.1775788217,26565413.483429779,69.0781616413,Earth
164,2168318,2168318,168318 (1989 DA),18.91,0.439091446,0.9818383215,True,2024-01-08,31986.5321530766,0.1176981136,17607387.097578032,45.7845661904,Earth
165,3102728,3102728,(2002 AY1),20.85,0.1797028549,0.4018277992,True,2024-01-08,62421.0107180472,0.0387907687,5803016.373182669,15.0896090243,Earth
166,3599868,3599868,(2012 DN31),24.0,0.0421264611,0.0941976306,False,2024-01-08,72972.4202450971,0.438299464,65568666.23654168,170.498491496,Earth
167,3781448,3781448,(2017 RJ15),21.85,0.1133848361,0.2535362011,False,2024-01-08,42691.0515194642,0.2902198078,43416265.078689386,112.8955052342,Earth
168,3798020,3798020,(2018 BW5),22.07,0.1024601475,0.2291078547,False,2024-01-08,1909.5781683299,0.3704446777,55417734.736756499,144.1029796253,Earth
169,3825490,3825490,(2018 MH7),26.1,0.0160160338,0.0358129403,False,2024-01-08,29893.7028024022,0.2503022555,37444684.278995785,97.3675773895,Earth
170,3836410,3836410,(2018 WA2),22.59,0.0806408277,0.1803183724,False,2024-01-08,34394.9468892197,0.0830903048,12430132.615730776,32.3221285672,Earth
171,3873324,3873324,(2019 TY),22.83,0.0722029558,0.1614507173,False,2024-01-08,64034.6295863063,0.290437181,43448783.64640447,112.980063409,Earth
172,54232321,54232321,(2022 AB),23.6,0.0506471459,0.1132504611,False,2024-01-08,72258.137061584,0.4932098075,73783136.665110025,191.8586151175,Earth
173,54239839,54239839,(2022 BG1),25.64,0.0197949759,0.0442629117,False,2024-01-08,49373.5955071968,0.3751130178,56116108.472152086,145.9189639242,Earth
174,54293876,54293876,(2020 AQ24),24.98,0.0268259417,0.0599846292,False,2024-01-08,67654.6269418544,0.2582323706,38631012.606810622,100.4523921634,Earth
175,54336963,54336963,(2022 YD6),24.18,0.038775283,0.0867041687,False,2024-01-08,57264.7339962281,0.225506149,33735239.56230263,87.721891961,Earth
